DATE,HIGH_TEMP_F,LOW_TEMP__F,AVG_DAILY_TEMP_ALL_HOURS__F,AVG_DAILY_TEMP_XN_F,NORMAL_HIGH_TEMP__F,NORMAL_LOW_TEMP__F,NORMAL_AVG_DAILY_TEMP_ALL_HOURS__F,NORMAL_AVG_DAILY_TEMP_XN__F,DFN_HIGH_TEMP__F,DFN_LOW_TEMP__F,DFN_AVG_DAILY_TEMP_ALL_HOURS__F,DFN_AVG_DAILY_TEMP_XN__F,WARMEST_WINDCHILL_TEMP__F,COLDEST_WINDCHILL_TEMP__F,AVG_DAILY_WINDCHILL_TEMP_ALL_HOURS__F,MAXIMUM_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,MINIMUM_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,DAILY_AVG_WIND_CHILL_ENERGY__WMEXP2_ALL_HOURS,EXT_MAX__WARM,EXT_MAX__WARM_DATE,EXT_MAX__COLD,EXT_MAX__COLD_DATE,EXT_MIN__WARM,EXT_MIN__WARM_DATE,EXT_MIN__COLD,EXT_MIN__COLD_DATE,NORMAL_HIGHEST_DEW_POINT_TEMP__F,NORMAL_LOWEST_DEW_POINT_TEMP__F,NORMAL_AVG_DAILY_DEW_POINT_TEMP_ALL_HOURS__F,NORMAL_HIGHEST_RELATIVE_HUMIDITY_%,NORMAL_LOWEST_RELATIVE_HUMIDITY_%,NORMAL_AVG_DAILY_RELATIVE_HUMIDITY_ALL_HOURS_%,NORMAL_HIGHEST_WET_BULB_TEMP__F,NORMAL_LOWEST_WET_BULB_TEMP__F,NORMAL_AVG_DAILY_WET_BULB_TEMP_ALL_HOURS__F,HEATING_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_HEATING_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__HDDS_FROM_XN__BASE_OF_65_F,HEATING_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_HDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__HDDS_ALL_HOURS__BASE_OF_65_F,COOLING_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_COOLING_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__CDDS_FROM_XN__BASE_OF_65_F,COOLING_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_CDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__CDDS_ALL_HOURS__BASE_OF_65_F,EFFECTIVE_DEGREE_DAYS_XN__BASE_OF_65_F,NORMAL_EFFECTIVE_DEGREE_DAYS_XN__BASE_OF_65_F,DEPART_NORMAL__EDDS_FROM_XN__BASE_OF_65_F,EFFECTIVE_DEGREE_DAYS_ALL_HOURS__BASE_OF_65_F,NORMAL_EDDS_ALL_HOURS__BASE_OF_65_F,DEPART_NORMAL__EDDS_ALL_HOURS__BASE_OF_65_F,GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,NORMAL_GROWING_DEGREE_DAYS_XN__BASE_OF_50_F,GROWING_DEGREE_DAYS_ALL_HOURS__BASE_OF_50_F,NORMAL_GROWING_DEGREE_DAYS_ALL_HOURS__BASE_OF_50_F,AVG_DAILY_SOIL_TEMP_WBI_CALC__F,HIGHEST_SUSTAIN_SPEED__MPH,LOWEST_SUSTAIN_SPEED__MPH,AVG_DAILY_WIND_SPEED_ALL_HOURS_MPH,PREDOMINATE_WIND_DIR__DEG,NORMAL_AVG_DAILY_WIND_SPEED_ALL_HOURS_MPH,AVG_DAILY_CLOUD_COVER_ALL_HOURS_%,MAXIMUM_SOLAR_RADIANCE__WMEXP2,MINIMUM_SOLAR_RADIANCE__WMEXP2,AVG_SOLAR_RADIANCE__WMEXP2,MAXIMUM_SOLAR_RADIANCE__FTCANDLES,MINIMUM_SOLAR_RADIANCE__FTCANDLES,AVG_SOLAR_RADIANCE__FTCANDLES,TOTAL_MINUTES_OF_SUNSHINE_CALCULATED,TOT_MIN_OF_SUNSHINE_POSSIBLE_ON_CLOUDFREE_DAY,PERCENT_OF_SUNSHINE_POSSIBLE_CALCTOTAL_POSSIBLE,NORMAL_TOTAL_DAILY_WATER_EQUIVALENT_INCHES,SNOWFALL__WBI_CALCULATED;_SUM_OF_ALL_HOURS,AVG_POPS_ON_FCST_DATA__OR__%_OF_DAY_WITH_PRECIP,OBSERVED_DAILY_WATER_EQUIVALENT_INCHES,STATION_CODES,WBI_24_LETTER_CODE_ALL_HOURS_CODES
2005-07-22,80.1,66.9,74.7,73.4,89.1,61.0,74.3,75.0,-9.0,5.9,0.4,-1.6,80.1,65.7,74.3,473,224,335,108.0,1994,73.0,1987,75.9,1980,39.0,1934,60.1,57.0,58.6,93,34,62,68.9,59.2,64.4,0.0,0.0,0.0,0.0,0.0,0.0,8.5,10.1,-1.6,9.7,9.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,23.4,25.0,24.7,24.3,74.8,26.0,5.0,16.5,299,11.0,31,754,0,214,5503,0,1564,682,903,76,0.01,0.0,8,0.04,17,0
2005-07-23,91.9,57.9,75.4,74.8,89.1,61.0,74.3,75.0,2.9,-3.1,1.1,-0.2,91.0,59.7,75.0,493,7,278,108.0,2006,73.0,1952,78.1,1994,44.1,1947,60.1,57.0,58.8,90,34,63,68.9,59.2,64.6,0.0,0.0,0.0,0.0,0.0,0.0,9.9,10.1,-0.2,10.4,9.4,1.1,0.0,0.0,0.0,0.0,0.0,0.0,24.8,25.0,25.4,24.3,76.1,23.0,0.0,12.4,298,10.9,2,754,0,231,5503,0,1686,875,901,97,0.01,0.0,0,0.0,17,0
2005-07-24,82.9,60.1,72.9,71.6,89.1,61.0,74.5,75.0,-6.1,-0.9,-1.6,-3.4,82.9,60.1,72.3,578,167,361,108.0,1928,70.0,1949,75.9,2006,45.0,1936,60.1,57.0,59.0,93,34,63,68.9,59.9,64.8,0.0,0.0,0.0,0.0,0.0,0.0,6.7,10.1,-3.4,7.9,9.5,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,21.6,25.0,22.9,24.5,77.9,25.0,3.0,16.2,293,10.8,10,754,0,201,5503,0,1468,770,898,86,0.01,0.0,0,0.0,17,0
2005-07-25,91.9,62.1,76.3,77.0,89.1,61.0,74.3,75.0,2.9,1.1,2.0,2.0,91.0,60.3,75.6,569,6,283,109.9,1928,71.1,1990,70.0,2002,43.0,1930,60.1,57.0,58.8,93,34,63,68.9,59.9,64.6,0.0,0.0,0.0,0.0,0.0,0.0,12.1,10.1,2.0,11.3,9.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,25.0,26.3,24.3,79.5,18.0,3.0,10.7,303,10.8,9,773,0,223,5641,0,1631,792,896,88,0.01,0.0,0,0.0,17,0
2005-07-26,98.1,57.0,78.8,77.5,89.1,61.0,74.3,75.0,9.0,-4.0,4.5,2.5,98.1,59.0,78.3,489,0,193,111.4,1998,64.9,1955,69.1,1978,37.9,1930,60.1,57.0,58.6,93,34,63,68.9,59.9,64.4,0.0,0.0,0.0,0.0,0.0,0.0,12.6,10.1,2.5,13.9,9.4,4.5,0.0,0.0,0.0,0.0,0.0,0.0,27.5,25.0,28.8,24.3,80.2,12.0,0.0,5.4,48,10.8,12,785,0,222,5733,0,1623,801,894,90,0.01,0.0,0,0.0,17,0
2005-07-27,104.0,55.0,82.0,79.5,89.1,61.0,74.3,75.0,14.9,-5.9,7.7,4.5,104.0,57.0,81.7,526,0,161,111.6,1998,71.1,1959,73.0,1971,41.0,1943,60.1,57.0,58.5,93,34,62,68.9,59.7,64.4,0.0,0.0,0.0,0.0,0.0,0.0,14.6,10.1,4.5,17.1,9.4,7.7,0.0,0.0,0.0,0.0,0.0,0.0,29.5,25.0,32.0,24.3,81.0,16.0,0.0,6.1,360,10.8,30,777,0,185,5673,0,1348,611,892,68,0.01,0.0,0,0.0,17,0
2005-07-28,97.0,71.1,82.4,84.0,89.1,61.0,74.3,75.0,7.9,10.1,8.1,9.0,96.1,71.1,81.9,391,0,186,109.8,1998,71.1,1950,75.2,1996,42.1,1933,59.0,55.9,58.3,93,33,62,68.9,59.7,64.4,0.0,0.0,0.0,0.0,0.0,0.0,19.1,10.1,9.0,17.5,9.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,34.0,25.0,32.4,24.3,79.9,26.0,3.0,16.8,300,10.7,21,766,0,205,5590,0,1496,738,889,83,0.01,0.0,0,0.0,17,0
2005-07-29,96.1,62.1,80.1,79.2,89.1,61.0,74.3,75.0,7.0,1.1,5.8,4.1,95.0,64.9,79.7,398,0,207,107.1,2003,73.0,1975,75.0,1985,41.0,1945,59.0,55.9,58.1,90,33,62,68.4,59.2,64.2,0.0,0.0,0.0,0.0,0.0,0.0,14.2,10.1,4.1,15.1,9.4,5.8,0.0,0.0,0.0,0.0,0.0,0.0,29.2,25.0,30.1,24.3,77.5,22.0,3.0,12.7,295,10.8,14,754,0,231,5503,0,1683,825,886,93,0.01,0.0,0,0.0,17,0
2005-07-30,99.0,63.0,82.2,81.0,89.1,61.0,74.3,75.0,9.9,2.0,7.9,5.9,98.1,64.0,81.9,433,0,183,106.0,1965,71.1,1964,71.1,1960,37.9,1945,59.0,55.9,58.1,90,33,62,68.5,59.2,64.2,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.1,5.9,17.3,9.4,7.9,0.0,0.0,0.0,0.0,0.0,0.0,31.0,25.0,32.2,24.3,76.8,24.0,3.0,11.3,298,10.7,22,603,0,184,4403,0,1343,640,884,72,0.01,0.0,0,0.0,17,0
2005-07-31,99.0,64.0,82.4,81.5,89.1,61.0,74.3,75.0,9.9,3.1,8.1,6.5,98.1,66.0,82.0,380,0,173,106.0,1965,70.0,1935,75.2,2000,39.9,1937,59.0,55.9,57.7,90,33,61,68.4,59.2,64.0,0.0,0.0,0.0,0.0,0.0,0.0,16.6,10.1,6.5,17.5,9.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,31.5,25.0,32.4,24.3,76.3,21.0,0.0,11.3,301,10.9,14,754,0,221,5503,0,1616,748,882,85,0.01,0.0,4,0.0,17,0
2005-08-01,82.9,64.9,74.7,73.9,89.1,61.0,74.1,75.0,-6.1,4.0,0.5,-1.1,82.9,64.9,74.3,466,174,338,104.0,1974,68.0,1928,73.0,1949,42.1,1936,59.0,55.9,57.7,90,33,61,68.4,59.2,63.9,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.1,-1.1,9.7,9.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,23.9,25.0,24.7,24.1,76.6,24.0,7.0,16.7,292,10.9,68,325,0,58,2373,0,427,99,879,11,0.01,0.0,0,0.0,17,0
2005-08-02,89.1,55.9,73.9,72.5,89.1,60.1,73.6,74.5,0.0,-4.1,0.4,-2.0,88.0,58.5,73.2,558,64,314,102.0,1977,66.9,1956,72.0,1968,41.0,1940,59.0,55.9,57.7,93,33,63,68.4,58.8,63.7,0.0,0.0,0.0,0.0,0.0,0.0,7.6,9.5,-2.0,9.0,8.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,22.5,24.5,23.9,23.6,77.7,16.0,5.0,10.7,302,11.0,11,710,0,205,5180,0,1493,728,876,83,0.01,0.0,0,0.0,17,0
2005-08-03,96.1,55.0,75.9,75.6,89.1,60.1,73.8,74.5,7.0,-5.0,2.2,1.1,95.0,55.9,75.4,462,0,162,106.0,1978,69.1,1941,71.6,1999,42.1,1945,59.0,55.9,57.7,93,33,63,68.4,58.8,63.9,0.0,0.0,0.0,0.0,0.0,0.0,10.6,9.5,1.1,11.0,8.8,2.2,0.0,0.0,0.0,0.0,0.0,0.0,25.6,24.5,25.9,23.8,78.3,14.0,0.0,4.7,0,11.1,7,709,0,219,5177,0,1598,803,873,92,0.01,0.0,0,0.0,17,0
2005-08-04,100.9,55.0,80.8,78.1,89.1,60.1,73.6,74.5,11.9,-5.0,7.2,3.6,100.9,55.6,80.6,559,0,130,104.7,1999,62.1,1933,70.2,1998,42.1,1931,59.0,55.9,57.7,93,33,63,68.4,58.8,63.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,9.5,3.6,15.8,8.6,7.2,0.0,0.0,0.0,0.0,0.0,0.0,28.1,24.5,30.8,23.6,78.8,17.0,0.0,5.0,0,11.1,19,765,0,214,5581,0,1561,680,871,78,0.01,0.0,0,0.0,17,0
2005-08-05,102.0,64.9,83.5,83.5,89.1,60.1,73.6,74.5,13.0,4.9,9.9,9.0,100.0,64.9,83.1,387,0,137,105.1,1972,71.1,1933,76.1,1998,41.0,1931,59.0,55.9,57.7,90,33,62,68.4,58.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,18.5,9.5,9.0,18.5,8.6,9.9,0.0,0.0,0.0,0.0,0.0,0.0,33.5,24.5,33.5,23.6,78.4,17.0,0.0,11.4,304,11.1,16,773,0,216,5641,0,1575,716,869,82,0.01,0.0,0,0.0,17,0
2005-08-06,96.1,63.0,80.2,79.5,89.1,60.1,73.6,74.5,7.0,2.9,6.7,5.0,95.0,63.9,79.9,460,0,194,109.0,1972,71.1,1931,71.6,2000,39.9,1931,59.0,55.9,57.6,90,33,62,68.4,58.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,14.6,9.5,5.0,15.3,8.6,6.7,0.0,0.0,0.0,0.0,0.0,0.0,29.5,24.5,30.2,23.6,76.8,26.0,0.0,13.0,296,11.1,6,779,0,229,5687,0,1668,796,866,92,0.01,0.0,0,0.0,17,0
2005-08-07,93.0,57.0,77.7,75.0,88.0,60.1,73.2,74.1,5.0,-3.1,4.5,0.9,93.0,60.1,77.4,462,0,236,109.9,1972,68.0,1962,70.0,1955,37.9,1946,59.0,55.9,57.7,90,34,63,68.0,58.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,10.1,9.2,0.9,12.8,8.3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.1,27.7,23.2,75.4,22.0,0.0,13.2,332,10.9,33,785,0,231,5733,0,1686,664,803,83,0.01,0.0,0,0.0,17,0
2005-08-08,93.0,63.0,79.3,78.1,88.0,60.1,73.2,74.1,5.0,2.9,6.1,4.0,93.0,64.9,79.0,469,0,205,109.0,1981,70.0,1962,82.0,1982,41.0,1938,59.0,55.9,57.7,90,34,63,68.0,58.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,13.1,9.2,4.0,14.4,8.3,6.1,0.0,0.0,0.0,0.0,0.0,0.0,28.1,24.1,29.3,23.2,75.0,24.0,0.0,14.9,298,10.9,4,785,0,238,5733,0,1737,828,860,96,0.01,0.0,0,0.0,17,0
2005-08-09,93.0,60.1,78.3,76.6,88.0,60.1,73.2,74.1,5.0,0.0,5.0,2.5,91.9,61.0,77.9,462,0,238,109.9,1971,75.0,1985,73.9,1990,42.1,1932,59.0,55.9,57.7,90,34,63,68.0,58.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,9.2,2.5,13.3,8.3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,26.6,24.1,28.3,23.2,74.8,26.0,3.0,14.8,296,10.7,27,785,0,169,5733,0,1234,559,858,65,0.01,0.0,0,0.0,17,0
2005-08-10,87.1,63.0,73.9,75.0,88.0,60.1,73.2,74.1,-0.9,2.9,0.7,0.9,87.1,62.4,73.4,556,94,353,109.9,1971,69.1,1995,70.5,1999,41.0,1947,59.0,55.0,57.7,90,33,63,68.0,58.3,63.7,0.0,0.0,0.0,0.0,0.0,0.0,10.1,9.2,0.9,9.0,8.3,0.7,0.0,0.0,0.0,0.0,0.0,0.0,25.0,24.1,23.9,23.2,74.1,26.0,9.0,17.8,296,10.7,51,746,0,140,5443,0,1019,379,855,44,0.01,0.0,0,0.0,17,0
2005-08-11,84.0,61.0,71.1,72.5,88.0,60.1,73.0,74.1,-4.0,0.9,-2.0,-1.6,82.9,60.3,70.3,569,174,401,109.0,1981,68.0,1932,71.1,1967,43.0,1934,59.0,55.0,57.6,90,33,63,67.6,58.3,63.5,0.0,0.0,0.0,0.0,0.0,0.0,7.6,9.2,-1.6,6.1,8.1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,24.1,21.1,23.0,74.5,26.0,3.0,17.2,300,10.6,6,786,0,224,5734,0,1634,768,852,90,0.01,0.0,0,0.0,17,0
2005-08-12,90.0,55.9,74.1,73.0,88.0,59.0,72.9,73.4,2.0,-3.1,1.3,-0.4,90.0,55.2,73.8,584,27,295,107.1,1977,73.0,1932,73.0,1981,43.0,1931,59.0,55.0,57.4,93,33,64,67.6,57.9,63.3,0.0,0.0,0.0,0.0,0.0,0.0,8.1,8.5,-0.4,9.2,7.9,1.3,0.0,0.0,0.0,0.0,0.0,0.0,23.0,23.4,24.1,22.9,75.4,20.0,0.0,12.1,327,10.4,13,785,0,239,5734,0,1748,717,849,84,0.01,0.0,0,0.0,17,0
2005-08-13,91.0,63.0,76.1,77.0,88.0,59.0,72.7,73.4,3.1,4.0,3.4,3.6,90.0,63.0,75.6,452,23,230,109.0,1992,70.0,1938,73.0,1977,39.9,1940,59.0,55.0,57.2,93,33,64,67.6,57.9,63.1,0.0,0.0,0.0,0.0,0.0,0.0,12.1,8.5,3.6,11.2,7.7,3.4,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.4,26.1,22.7,74.8,14.0,0.0,6.2,93,10.1,25,708,0,160,5167,0,1167,598,846,71,0.01,0.0,0,0.0,17,0
2005-08-14,95.0,52.0,75.0,73.4,88.0,59.0,72.7,73.4,7.0,-7.0,2.3,0.0,95.0,51.3,74.1,599,0,221,105.1,1953,69.1,1993,73.0,1992,42.1,1928,59.0,54.0,56.8,93,31,63,67.6,57.2,63.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,8.5,0.0,10.1,7.7,2.3,0.0,0.0,0.0,0.0,0.0,0.0,23.4,23.4,25.0,22.7,73.9,12.0,0.0,4.7,367,10.2,20,776,0,197,5667,0,1438,640,843,76,0.01,0.0,0,0.0,17,0
2005-08-15,98.1,55.0,77.9,76.6,87.1,59.0,72.1,73.0,11.0,-4.0,5.8,3.6,98.1,55.6,77.5,559,0,167,106.0,1967,70.0,1976,69.1,2004,37.9,1937,59.0,54.0,56.7,90,32,63,66.7,57.2,62.8,0.0,0.0,0.0,0.0,0.0,0.0,11.7,8.1,3.6,13.0,7.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,26.6,23.0,27.9,22.1,74.1,17.0,0.0,7.5,0,10.1,9,706,0,212,5154,0,1550,738,841,88,0.01,0.0,0,0.0,17,0
2005-08-16,87.1,66.0,74.3,76.6,87.1,59.0,72.1,73.0,0.0,7.0,2.2,3.6,84.9,65.8,73.9,516,140,330,107.1,1977,66.9,1968,72.0,2004,37.9,1935,59.0,54.0,56.5,90,32,63,66.7,57.2,62.6,0.0,0.0,0.0,0.0,0.0,0.0,11.7,8.1,3.6,9.4,7.2,2.2,0.0,0.0,0.0,0.0,0.0,0.0,26.6,23.0,24.3,22.1,74.8,26.0,3.0,16.7,294,10.1,41,776,0,143,5667,0,1046,352,837,42,0.01,0.0,0,0.0,17,0
2005-08-17,78.1,63.0,69.8,70.5,87.1,59.0,72.1,73.0,-9.0,4.0,-2.3,-2.5,78.1,61.5,69.1,577,284,433,109.9,1977,73.0,1995,73.0,2004,41.0,1947,59.0,53.1,56.3,90,31,63,66.7,57.2,62.4,0.0,0.0,0.0,0.0,0.0,0.0,5.6,8.1,-2.5,4.9,7.2,-2.3,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.0,19.8,22.1,75.4,29.0,5.0,17.6,298,10.1,36,776,0,225,5665,0,1640,593,834,71,0.01,0.0,0,0.0,17,0
2005-08-18,88.0,57.0,72.3,72.5,87.1,57.9,71.6,72.5,0.9,-0.9,0.7,0.0,87.1,57.9,72.0,513,31,216,109.0,1977,70.0,1968,73.0,1992,39.9,1943,57.9,53.1,56.3,93,31,64,66.4,56.8,62.2,0.0,0.0,0.0,0.0,0.0,0.0,7.6,7.6,0.0,7.4,6.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,22.5,22.5,22.3,21.6,75.9,14.0,0.0,3.2,0,10.1,13,700,0,201,5111,0,1467,676,832,81,0.01,0.0,0,0.0,17,0
2005-08-19,93.9,55.0,75.7,74.5,87.1,57.9,71.6,72.5,6.8,-2.9,4.1,2.0,93.9,54.0,75.4,596,0,212,102.9,1967,66.9,1968,71.1,1991,35.1,1947,57.9,53.1,55.9,93,31,63,66.4,56.3,62.1,0.0,0.0,0.0,0.0,0.0,0.0,9.5,7.6,2.0,10.8,6.7,4.1,0.0,0.0,0.0,0.0,0.0,0.0,24.5,22.5,25.7,21.6,74.8,12.0,0.0,5.5,6,10.1,5,786,0,234,5735,0,1710,790,829,95,0.02,0.0,0,0.0,17,0
2005-08-20,98.1,62.1,79.5,80.1,87.1,57.9,71.8,72.5,11.0,4.1,7.7,7.6,97.0,62.1,79.3,396,0,174,105.1,1950,70.0,2007,73.9,1967,39.0,1947,57.0,53.1,55.6,90,31,62,66.4,56.3,61.9,0.0,0.0,0.0,0.0,0.0,0.0,15.1,7.6,7.6,14.6,6.8,7.7,0.0,0.0,0.0,0.0,0.0,0.0,30.1,22.5,29.5,21.8,73.6,18.0,0.0,8.6,299,10.2,27,786,0,211,5735,0,1538,575,826,70,0.02,0.0,0,0.0,17,0
2005-08-21,91.9,66.9,78.3,79.5,86.0,57.9,71.1,72.0,5.9,9.0,7.2,7.6,91.9,66.4,77.9,483,0,266,102.9,1951,69.1,1960,69.1,1982,37.0,1947,57.0,53.1,55.8,90,32,63,66.0,56.3,61.7,0.0,0.0,0.0,0.0,0.0,0.0,14.6,7.0,7.6,13.3,6.1,7.2,0.0,0.0,0.0,0.0,0.0,0.0,29.5,22.0,28.3,21.1,71.6,22.0,9.0,16.5,304,10.1,24,786,0,239,5735,0,1743,799,822,97,0.02,0.0,0,0.0,17,0
2005-08-22,82.0,64.9,72.5,73.4,86.0,57.0,70.7,71.6,-4.0,7.9,1.8,1.8,81.0,62.8,72.0,530,233,387,102.9,1946,68.0,2001,70.0,1961,37.0,1938,57.0,53.1,55.6,93,32,64,66.0,55.4,61.5,0.0,0.0,0.0,0.0,0.0,0.0,8.5,6.7,1.8,7.6,5.8,1.8,0.0,0.0,0.0,0.0,0.0,0.0,23.4,21.6,22.5,20.7,70.5,26.0,12.0,17.5,294,9.9,50,473,0,149,3454,0,1088,521,820,64,0.02,0.0,0,0.0,17,0
2005-08-23,75.9,57.9,66.7,66.9,86.0,57.0,70.7,71.6,-10.1,0.9,-4.0,-4.7,75.0,55.2,65.5,718,356,493,102.2,1996,66.9,1968,70.0,1986,42.1,1943,57.0,53.1,55.4,93,32,64,66.0,55.4,61.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.7,-4.7,1.8,5.8,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.9,21.6,16.7,20.7,70.5,30.0,8.0,17.5,295,10.0,52,616,0,119,4500,0,871,273,817,33,0.02,0.0,0,0.0,17,0
2005-08-24,86.0,50.0,67.6,68.0,86.0,57.0,70.7,71.6,0.0,-7.0,-3.1,-3.6,84.9,49.5,66.9,640,101,310,106.0,1958,64.9,1968,71.6,1999,39.0,1929,57.0,52.0,55.4,93,31,64,66.0,55.4,61.5,0.0,0.0,0.0,0.0,0.0,0.0,3.1,6.7,-3.6,2.7,5.8,-3.1,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.6,17.6,20.7,72.0,9.0,0.0,5.0,97,10.0,2,786,0,237,5735,0,1732,804,814,99,0.02,0.0,0,0.0,17,0
2005-08-25,91.9,48.9,71.1,70.5,86.0,57.0,70.7,71.6,5.9,-8.1,0.4,-1.1,91.0,48.9,70.5,587,6,236,98.6,1996,69.1,1941,73.0,1999,44.1,1992,57.0,52.0,55.4,93,31,64,66.0,55.4,61.5,0.0,0.0,0.0,0.0,0.0,0.0,5.6,6.7,-1.1,6.1,5.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,20.5,21.6,21.1,20.7,71.4,14.0,0.0,4.8,4,9.9,5,786,0,238,5735,0,1740,794,810,98,0.02,0.0,0,0.0,17,0
2005-08-26,93.9,53.1,74.3,73.4,84.9,57.0,70.0,70.9,9.0,-4.0,4.3,2.5,93.0,51.8,73.9,571,0,237,100.9,1986,66.9,1956,66.0,2003,39.9,1942,57.0,52.0,55.0,90,32,64,65.7,55.4,61.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.9,2.5,9.4,5.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,23.4,20.9,24.3,20.0,70.7,25.0,0.0,10.1,295,9.8,2,786,0,238,5735,0,1740,802,807,99,0.02,0.0,0,0.0,17,0
2005-08-27,91.0,55.9,75.2,73.4,84.9,55.9,69.6,70.5,6.1,0.0,5.6,2.9,90.0,57.9,75.0,439,29,235,102.9,1999,66.9,1968,71.1,1967,39.9,1937,57.0,52.0,54.9,93,32,65,65.3,54.3,60.8,0.0,0.0,0.0,0.0,0.0,0.0,8.5,5.6,2.9,10.3,4.7,5.6,0.0,0.0,0.0,0.0,0.0,0.0,23.4,20.5,25.2,19.6,70.2,23.0,0.0,10.2,299,9.9,0,786,0,238,5735,0,1740,805,805,100,0.02,0.0,0,0.0,17,0
2005-08-28,90.0,57.9,73.6,73.9,84.9,55.9,69.8,70.5,5.0,2.0,3.8,3.4,89.1,58.1,72.9,578,48,283,102.2,1998,63.0,1951,77.4,1999,39.0,1937,57.0,52.0,54.7,93,32,64,65.3,54.3,60.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.6,3.4,8.6,4.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,23.9,20.5,23.6,19.8,69.8,25.0,0.0,12.4,298,9.4,35,754,0,213,5506,0,1555,642,802,80,0.02,0.0,0,0.0,17,0
2005-08-29,73.9,57.0,64.4,65.5,84.9,55.9,69.8,70.5,-11.0,1.1,-5.4,-5.0,72.0,57.2,63.1,624,414,515,102.9,1967,64.9,1932,71.8,1998,39.0,1939,55.9,52.0,54.7,93,32,64,65.7,54.3,60.6,0.0,0.0,0.0,0.5,0.0,0.5,0.5,5.6,-5.0,0.0,4.9,-4.9,0.0,0.0,0.0,0.5,0.0,0.5,15.5,20.5,14.4,19.8,69.8,24.0,6.0,14.2,296,9.3,42,754,0,160,5506,0,1169,444,798,56,0.02,0.0,0,0.0,17,0
2005-08-30,79.0,55.0,67.8,66.9,84.9,55.9,69.6,70.5,-5.9,-0.9,-1.8,-3.6,78.1,54.7,67.3,609,200,408,102.9,1967,66.2,1999,69.8,1996,39.9,1941,55.9,52.0,54.7,90,34,64,65.7,53.8,60.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.6,-3.6,2.9,4.7,-1.8,0.0,0.0,0.0,0.0,0.0,0.0,16.9,20.5,17.8,19.6,70.5,21.0,0.0,12.9,295,9.2,39,751,0,200,5483,0,1463,497,795,63,0.02,0.0,0,0.0,17,0
2005-08-31,87.1,54.0,71.1,70.5,84.0,55.0,68.7,69.4,3.1,-1.1,2.3,1.1,87.1,55.9,70.5,526,49,297,105.4,1998,66.0,1960,69.1,1967,42.1,1936,55.9,52.0,54.5,93,35,66,65.3,53.4,60.3,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.5,1.1,6.1,3.8,2.3,0.0,0.0,0.0,0.0,0.0,0.0,20.5,19.4,21.1,18.7,70.0,15.0,0.0,6.2,290,9.2,19,786,0,195,5736,0,1422,540,792,68,0.02,0.0,0,0.0,17,0
